"#","00_IDENTIFICADOR DE L'ALUMNE/A","01_NOM","02_DATA NAIXEMENT","03_RESPONSABLE 1","04_TELÈFON RESP. 1","05_MÒBIL RESP. 1","06_ADREÇA ELECTR. RESP. 1","07_RESPONSABLE 2","08_TELÈFON RESP. 2","09_MÒBIL RESP. 2","10_ADREÇA ELECTR. RESP. 2","11_ADREÇA","12_LOCALITAT","13_MUNICIPI","14_CORREU ELECTRÒNIC","15_ALTRES TELÈFONS","16_CENTRE PROCEDÈNCIA","17_GRUPSCLASSE"
"1","41676029507","Vega Cabrera, Elena","05/01/1997","Badia Alonso, Bruno","+34 XXXXXXX","+34 XXXXXXX","elena@mailintaor.com","Escudero Asensio, Eloi","+34 XXXXZZZZ","+34 XXXXLLL","bruno@mailintaor.com","c/ de l'aviador Eloi Escudero Asensio","L'Armentera","Albanyà","elena@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2A"
"1","92154699618","Montoya Quesada, David","23/08/1994","Ramirez Guzman, Víctor","+34 XXXXXXX","+34 XXXXXXX","david@mailintaor.com","Nadal Roldan, Judit","+34 XXXXZZZZ","+34 XXXXLLL","victor@mailintaor.com","c/ de l'aviador Judit Nadal Roldan","L'Armentera","Albanyà","david@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2A"
"1","63467048172","Mora Rius, Helena","24/01/1991","Ordoñez Carreras, Abril","+34 XXXXXXX","+34 XXXXXXX","helena@mailintaor.com","Torrent Rios, Marc","+34 XXXXZZZZ","+34 XXXXLLL","abril@mailintaor.com","c/ de l'aviador Marc Torrent Rios","L'Armentera","Albanyà","helena@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2A"
"1","66178689289","Marco Salvador, Gerard","11/12/1998","Prat Maldonado, Diego","+34 XXXXXXX","+34 XXXXXXX","gerard@mailintaor.com","Mateu Paredes, Arlet","+34 XXXXZZZZ","+34 XXXXLLL","diego@mailintaor.com","c/ de l'aviador Arlet Mateu Paredes","L'Armentera","Albanyà","gerard@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2A"
"1","68423894571","Ordoñez Villar, Iris","24/07/1999","Domingo Vidal, Eloi","+34 XXXXXXX","+34 XXXXXXX","iris@mailintaor.com","Iglesias Rivas, Jaume","+34 XXXXZZZZ","+34 XXXXLLL","eloi@mailintaor.com","c/ de l'aviador Jaume Iglesias Rivas","L'Armentera","Albanyà","iris@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2A"
"1","17271711185","Bonet Murillo, Arnau","11/02/1992","Oliva Casas, Mohamed","+34 XXXXXXX","+34 XXXXXXX","arnau@mailintaor.com","Gimenez Mata, Erik","+34 XXXXZZZZ","+34 XXXXLLL","mohamed@mailintaor.com","c/ de l'aviador Erik Gimenez Mata","L'Armentera","Albanyà","arnau@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","10562378098","Rubio Redondo, Ainhoa","15/08/1992","Prat Beltran, Iker","+34 XXXXXXX","+34 XXXXXXX","ainhoa@mailintaor.com","Lorente Garrido, Erik","+34 XXXXZZZZ","+34 XXXXLLL","iker@mailintaor.com","c/ de l'aviador Erik Lorente Garrido","L'Armentera","Albanyà","ainhoa@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","68176477085","Cardenas Benitez, Sara","26/02/1995","Moreno Roca, Quim","+34 XXXXXXX","+34 XXXXXXX","sara@mailintaor.com","Aguilera Robles, Gerard","+34 XXXXZZZZ","+34 XXXXLLL","quim@mailintaor.com","c/ de l'aviador Gerard Aguilera Robles","L'Armentera","Albanyà","sara@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","30638425237","Marti Murillo, Sara","05/10/1990","Leon Gallardo, Aina","+34 XXXXXXX","+34 XXXXXXX","sara@mailintaor.com","Pages Pascual, Guillem","+34 XXXXZZZZ","+34 XXXXLLL","aina@mailintaor.com","c/ de l'aviador Guillem Pages Pascual","L'Armentera","Albanyà","sara@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","32136366682","Galan Linares, Ivet","08/09/1995","Gomez Simon, Daniela","+34 XXXXXXX","+34 XXXXXXX","ivet@mailintaor.com","Miguel Guerra, Xavi","+34 XXXXZZZZ","+34 XXXXLLL","daniela@mailintaor.com","c/ de l'aviador Xavi Miguel Guerra","L'Armentera","Albanyà","ivet@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","13094534298","Flores Montoya, Víctor","30/07/1999","Soria Villar, Alexandra","+34 XXXXXXX","+34 XXXXXXX","victor@mailintaor.com","Valles Flores, Naiara","+34 XXXXZZZZ","+34 XXXXLLL","alexandra@mailintaor.com","c/ de l'aviador Naiara Valles Flores","L'Armentera","Albanyà","victor@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","26142061438","Hidalgo Vila, Mariona","02/07/1998","Jimenez Gimeno, Samuel","+34 XXXXXXX","+34 XXXXXXX","mariona@mailintaor.com","Simon Soria, Rayan","+34 XXXXZZZZ","+34 XXXXLLL","samuel@mailintaor.com","c/ de l'aviador Rayan Simon Soria","L'Armentera","Albanyà","mariona@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","20018155630","Sanz Ortega, Joel","20/11/1994","Roman Pardo, Oriol","+34 XXXXXXX","+34 XXXXXXX","joel@mailintaor.com","Galan Reyes, Ferran","+34 XXXXZZZZ","+34 XXXXLLL","oriol@mailintaor.com","c/ de l'aviador Ferran Galan Reyes","L'Armentera","Albanyà","joel@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","38940159906","Borras Ribera, Elsa","13/09/1992","Marcos Ortega, Aina","+34 XXXXXXX","+34 XXXXXXX","elsa@mailintaor.com","Salas Reina, Gisela","+34 XXXXZZZZ","+34 XXXXLLL","aina@mailintaor.com","c/ de l'aviador Gisela Salas Reina","L'Armentera","Albanyà","elsa@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","89388555165","Soto Casado, Alan","04/02/1999","Velasco Navas, Hugo","+34 XXXXXXX","+34 XXXXXXX","alan@mailintaor.com","Valles Cruz, Adam","+34 XXXXZZZZ","+34 XXXXLLL","hugo@mailintaor.com","c/ de l'aviador Adam Valles Cruz","L'Armentera","Albanyà","alan@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","94435273963","Aranda Vargas, Mario","19/01/1992","Reyes Reyes, Ainhoa","+34 XXXXXXX","+34 XXXXXXX","mario@mailintaor.com","Palacios Hurtado, Oriol","+34 XXXXZZZZ","+34 XXXXLLL","ainhoa@mailintaor.com","c/ de l'aviador Oriol Palacios Hurtado","L'Armentera","Albanyà","mario@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","30595301330","Borras Marco, Dídac","20/01/1993","Marcos Costa, Berta","+34 XXXXXXX","+34 XXXXXXX","didac@mailintaor.com","Diez Caballero, Miguel","+34 XXXXZZZZ","+34 XXXXLLL","berta@mailintaor.com","c/ de l'aviador Miguel Diez Caballero","L'Armentera","Albanyà","didac@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","24089147743","Domenech Ribera, Leo","10/09/1996","Carreras Soto, Ona","+34 XXXXXXX","+34 XXXXXXX","leo@mailintaor.com","Marti Gil, Lucas","+34 XXXXZZZZ","+34 XXXXLLL","ona@mailintaor.com","c/ de l'aviador Lucas Marti Gil","L'Armentera","Albanyà","leo@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","22680478459","Salas Rivera, Sergi","09/02/1998","Font Plaza, Aleix","+34 XXXXXXX","+34 XXXXXXX","sergi@mailintaor.com","Colomer Guillen, Ona","+34 XXXXZZZZ","+34 XXXXLLL","aleix@mailintaor.com","c/ de l'aviador Ona Colomer Guillen","L'Armentera","Albanyà","sergi@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","66655346073","Pastor Alarcon, Arnau","19/01/1997","Alsina Miranda, Miguel","+34 XXXXXXX","+34 XXXXXXX","arnau@mailintaor.com","Reina Pons, Gerard","+34 XXXXZZZZ","+34 XXXXLLL","miguel@mailintaor.com","c/ de l'aviador Gerard Reina Pons","L'Armentera","Albanyà","arnau@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","99642163558","Maldonado Arenas, Marwa","23/12/1997","Aguilar Prats, Mireia","+34 XXXXXXX","+34 XXXXXXX","marwa@mailintaor.com","Mendez Guillen, Pablo","+34 XXXXZZZZ","+34 XXXXLLL","mireia@mailintaor.com","c/ de l'aviador Pablo Mendez Guillen","L'Armentera","Albanyà","marwa@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","43682430838","Sierra Borras, Leire","22/05/1997","Coll Alarcon, Alba","+34 XXXXXXX","+34 XXXXXXX","leire@mailintaor.com","Zamora Torrent, Judit","+34 XXXXZZZZ","+34 XXXXLLL","alba@mailintaor.com","c/ de l'aviador Judit Zamora Torrent","L'Armentera","Albanyà","leire@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","74608338507","Salazar Pozo, Adrián","29/10/1998","Espinosa Quesada, Judit","+34 XXXXXXX","+34 XXXXXXX","adrian@mailintaor.com","Benito Alarcon, Emma","+34 XXXXZZZZ","+34 XXXXLLL","judit@mailintaor.com","c/ de l'aviador Emma Benito Alarcon","L'Armentera","Albanyà","adrian@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","33187685883","Redondo Egea, Martina","29/10/1993","Rivas Beltran, Salma","+34 XXXXXXX","+34 XXXXXXX","martina@mailintaor.com","Navas Figueras, Ismael","+34 XXXXZZZZ","+34 XXXXLLL","salma@mailintaor.com","c/ de l'aviador Ismael Navas Figueras","L'Armentera","Albanyà","martina@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","65331202533","Miranda Izquierdo, Xavi","22/11/1991","Colomer Montes, Ainhoa","+34 XXXXXXX","+34 XXXXXXX","xavi@mailintaor.com","Dominguez Ros, Elena","+34 XXXXZZZZ","+34 XXXXLLL","ainhoa@mailintaor.com","c/ de l'aviador Elena Dominguez Ros","L'Armentera","Albanyà","xavi@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","15570243182","Valverde Ortega, Hugo","27/02/1999","Mendoza Bravo, Ivet","+34 XXXXXXX","+34 XXXXXXX","hugo@mailintaor.com","Lara Crespo, Mario","+34 XXXXZZZZ","+34 XXXXLLL","ivet@mailintaor.com","c/ de l'aviador Mario Lara Crespo","L'Armentera","Albanyà","hugo@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","75820756141","Gimenez Ramon, Marina","08/10/1993","Marti Ruiz, Inés","+34 XXXXXXX","+34 XXXXXXX","marina@mailintaor.com","Mendoza Pujol, Marwa","+34 XXXXZZZZ","+34 XXXXLLL","ines@mailintaor.com","c/ de l'aviador Marwa Mendoza Pujol","L'Armentera","Albanyà","marina@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","27326707217","Sala Casanova, Unai","18/09/1995","Perez Mateu, Unai","+34 XXXXXXX","+34 XXXXXXX","unai@mailintaor.com","Palau Sole, Joel","+34 XXXXZZZZ","+34 XXXXLLL","unai@mailintaor.com","c/ de l'aviador Joel Palau Sole","L'Armentera","Albanyà","unai@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","81026816224","Royo Valverde, Paula","18/12/1997","Rius Sans, Xavi","+34 XXXXXXX","+34 XXXXXXX","paula@mailintaor.com","Mora Simon, Mariona","+34 XXXXZZZZ","+34 XXXXLLL","xavi@mailintaor.com","c/ de l'aviador Mariona Mora Simon","L'Armentera","Albanyà","paula@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","54154106861","Guillen Mora, Martí","16/04/1995","Nadal Jimenez, Iker","+34 XXXXXXX","+34 XXXXXXX","marti@mailintaor.com","Figueras Guerra, Aina","+34 XXXXZZZZ","+34 XXXXLLL","iker@mailintaor.com","c/ de l'aviador Aina Figueras Guerra","L'Armentera","Albanyà","marti@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","18377539897","Casas Rivas, Lucía","08/08/1993","Valles Garriga, Mar","+34 XXXXXXX","+34 XXXXXXX","lucia@mailintaor.com","Gracia Miguel, Joan","+34 XXXXZZZZ","+34 XXXXLLL","mar@mailintaor.com","c/ de l'aviador Joan Gracia Miguel","L'Armentera","Albanyà","lucia@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","88590768394","Oliva Carrillo, Eva","23/07/1991","Calvo Bermudez, Anna","+34 XXXXXXX","+34 XXXXXXX","eva@mailintaor.com","Bonet Marco, Naia","+34 XXXXZZZZ","+34 XXXXLLL","anna@mailintaor.com","c/ de l'aviador Naia Bonet Marco","L'Armentera","Albanyà","eva@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","68167256268","Carbonell Luque, Carlota","23/01/1995","Galan Blanco, Rayan","+34 XXXXXXX","+34 XXXXXXX","carlota@mailintaor.com","Planas Estrada, Sergio","+34 XXXXZZZZ","+34 XXXXLLL","rayan@mailintaor.com","c/ de l'aviador Sergio Planas Estrada","L'Armentera","Albanyà","carlota@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","13205153746","Jurado Mateu, Elena","11/09/1999","Pages Amaya, Mar","+34 XXXXXXX","+34 XXXXXXX","elena@mailintaor.com","Guerra Sans, Jaume","+34 XXXXZZZZ","+34 XXXXLLL","mar@mailintaor.com","c/ de l'aviador Jaume Guerra Sans","L'Armentera","Albanyà","elena@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","16605272445","Cruz Llorens, Diego","25/02/1997","Diez Aguilera, Ivet","+34 XXXXXXX","+34 XXXXXXX","diego@mailintaor.com","Gonzalez Vega, Alejandro","+34 XXXXZZZZ","+34 XXXXLLL","ivet@mailintaor.com","c/ de l'aviador Alejandro Gonzalez Vega","L'Armentera","Albanyà","diego@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","17036620877","Rivas Alba, Joana","07/01/1991","Villar Esteve, Sergi","+34 XXXXXXX","+34 XXXXXXX","joana@mailintaor.com","Linares Rios, Isaac","+34 XXXXZZZZ","+34 XXXXLLL","sergi@mailintaor.com","c/ de l'aviador Isaac Linares Rios","L'Armentera","Albanyà","joana@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","92427188955","Juan Miranda, Leire","27/12/1999","Escudero Herrera, Gerard","+34 XXXXXXX","+34 XXXXXXX","leire@mailintaor.com","Carrasco Guerra, Joel","+34 XXXXZZZZ","+34 XXXXLLL","gerard@mailintaor.com","c/ de l'aviador Joel Carrasco Guerra","L'Armentera","Albanyà","leire@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","78834527648","Guillen Sole, Nil","03/11/1994","Castillo Blanch, Inés","+34 XXXXXXX","+34 XXXXXXX","nil@mailintaor.com","Aparicio Luque, Samuel","+34 XXXXZZZZ","+34 XXXXLLL","ines@mailintaor.com","c/ de l'aviador Samuel Aparicio Luque","L'Armentera","Albanyà","nil@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","61584783919","Molina Rojas, Noa","24/11/1995","Cabrera Padilla, Ayman","+34 XXXXXXX","+34 XXXXXXX","noa@mailintaor.com","Viñas Espinosa, Adrià","+34 XXXXZZZZ","+34 XXXXLLL","ayman@mailintaor.com","c/ de l'aviador Adrià Viñas Espinosa","L'Armentera","Albanyà","noa@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","78045104133","Gimeno Rivas, Elsa","24/07/1996","Paredes Bernal, Hugo","+34 XXXXXXX","+34 XXXXXXX","elsa@mailintaor.com","Herrera Marco, Elena","+34 XXXXZZZZ","+34 XXXXLLL","hugo@mailintaor.com","c/ de l'aviador Elena Herrera Marco","L'Armentera","Albanyà","elsa@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","71429122526","Carrillo Cardona, Aleix","26/04/1998","Cortes Amaya, Carlos","+34 XXXXXXX","+34 XXXXXXX","aleix@mailintaor.com","Soriano Collado, Valentina","+34 XXXXZZZZ","+34 XXXXLLL","carlos@mailintaor.com","c/ de l'aviador Valentina Soriano Collado","L'Armentera","Albanyà","aleix@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","95886640724","Planas Heredia, Daniel","23/05/1998","Fuentes Escobar, Noa","+34 XXXXXXX","+34 XXXXXXX","daniel@mailintaor.com","Benito Andres, Martí","+34 XXXXZZZZ","+34 XXXXLLL","noa@mailintaor.com","c/ de l'aviador Martí Benito Andres","L'Armentera","Albanyà","daniel@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","13700152262","Bosch Carrillo, Jan","14/12/1995","Miranda Plaza, Aleix","+34 XXXXXXX","+34 XXXXXXX","jan@mailintaor.com","Prieto Carrera, Naiara","+34 XXXXZZZZ","+34 XXXXLLL","aleix@mailintaor.com","c/ de l'aviador Naiara Prieto Carrera","L'Armentera","Albanyà","jan@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","77566859817","Carreras Medina, Adrián","31/10/1997","Cardenas Rovira, Alexandra","+34 XXXXXXX","+34 XXXXXXX","adrian@mailintaor.com","Gil Arenas, Eva","+34 XXXXZZZZ","+34 XXXXLLL","alexandra@mailintaor.com","c/ de l'aviador Eva Gil Arenas","L'Armentera","Albanyà","adrian@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","32399728370","Ventura Moreno, Ainhoa","15/04/1995","Coll Alcaraz, Alba","+34 XXXXXXX","+34 XXXXXXX","ainhoa@mailintaor.com","Grau Rubio, Alexandra","+34 XXXXZZZZ","+34 XXXXLLL","alba@mailintaor.com","c/ de l'aviador Alexandra Grau Rubio","L'Armentera","Albanyà","ainhoa@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","53471005464","Romero Rueda, Noa","11/06/1996","Font Mata, Antonio","+34 XXXXXXX","+34 XXXXXXX","noa@mailintaor.com","Vives Molina, Ainara","+34 XXXXZZZZ","+34 XXXXLLL","antonio@mailintaor.com","c/ de l'aviador Ainara Vives Molina","L'Armentera","Albanyà","noa@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","51129859597","Bertran Torrent, Eloi","19/11/1997","Zamora Montes, Iker","+34 XXXXXXX","+34 XXXXXXX","eloi@mailintaor.com","Montoya Aguilar, Emma","+34 XXXXZZZZ","+34 XXXXLLL","iker@mailintaor.com","c/ de l'aviador Emma Montoya Aguilar","L'Armentera","Albanyà","eloi@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","75455093968","Puig Marti, Roger","21/05/1992","Franco Casals, Gisela","+34 XXXXXXX","+34 XXXXXXX","roger@mailintaor.com","Sancho Rivera, Isaac","+34 XXXXZZZZ","+34 XXXXLLL","gisela@mailintaor.com","c/ de l'aviador Isaac Sancho Rivera","L'Armentera","Albanyà","roger@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","44478295454","Benito Marin, Mireia","17/09/1999","Sans Simon, Samuel","+34 XXXXXXX","+34 XXXXXXX","mireia@mailintaor.com","Redondo Villar, Ferran","+34 XXXXZZZZ","+34 XXXXLLL","samuel@mailintaor.com","c/ de l'aviador Ferran Redondo Villar","L'Armentera","Albanyà","mireia@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","56215359976","Ribas Casado, Antonio","02/11/1997","Ramos Salas, Marc","+34 XXXXXXX","+34 XXXXXXX","antonio@mailintaor.com","Padilla Figueras, Joel","+34 XXXXZZZZ","+34 XXXXLLL","marc@mailintaor.com","c/ de l'aviador Joel Padilla Figueras","L'Armentera","Albanyà","antonio@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","39620055144","Avila Aparicio, Jana","08/09/1995","Puig Busquets, Joel","+34 XXXXXXX","+34 XXXXXXX","jana@mailintaor.com","Romero Silva, Aina","+34 XXXXZZZZ","+34 XXXXLLL","joel@mailintaor.com","c/ de l'aviador Aina Romero Silva","L'Armentera","Albanyà","jana@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","56301563140","Exposito Sancho, Sara","19/11/1991","Vega Soriano, Marwa","+34 XXXXXXX","+34 XXXXXXX","sara@mailintaor.com","Valls Padilla, Rayan","+34 XXXXZZZZ","+34 XXXXLLL","marwa@mailintaor.com","c/ de l'aviador Rayan Valls Padilla","L'Armentera","Albanyà","sara@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","10779750443","Casals Jurado, José","10/11/1996","Grau Tomas, Alejandro","+34 XXXXXXX","+34 XXXXXXX","jose@mailintaor.com","Marcos Farre, Malak","+34 XXXXZZZZ","+34 XXXXLLL","alejandro@mailintaor.com","c/ de l'aviador Malak Marcos Farre","L'Armentera","Albanyà","jose@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","75916735617","Prat Franco, Pau","15/01/1992","Marcos Castro, Helena","+34 XXXXXXX","+34 XXXXXXX","pau@mailintaor.com","Domingo Carrasco, Joana","+34 XXXXZZZZ","+34 XXXXLLL","helena@mailintaor.com","c/ de l'aviador Joana Domingo Carrasco","L'Armentera","Albanyà","pau@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","24094447747","Aguilar Ordoñez, Roger","30/04/1993","Rojas Roca, Rayan","+34 XXXXXXX","+34 XXXXXXX","roger@mailintaor.com","Alcaraz Gracia, Alba","+34 XXXXZZZZ","+34 XXXXLLL","rayan@mailintaor.com","c/ de l'aviador Alba Alcaraz Gracia","L'Armentera","Albanyà","roger@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","63637208761","Palacios Sala, Quim","16/11/1995","Gimenez Jimenez, Aleix","+34 XXXXXXX","+34 XXXXXXX","quim@mailintaor.com","Requena Carreras, Ainhoa","+34 XXXXZZZZ","+34 XXXXLLL","aleix@mailintaor.com","c/ de l'aviador Ainhoa Requena Carreras","L'Armentera","Albanyà","quim@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","85586402748","Vicente Vives, Alan","12/09/1991","Luque Roig, Adam","+34 XXXXXXX","+34 XXXXXXX","alan@mailintaor.com","Vidal Camps, Jan","+34 XXXXZZZZ","+34 XXXXLLL","adam@mailintaor.com","c/ de l'aviador Jan Vidal Camps","L'Armentera","Albanyà","alan@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","51113816776","Garcia Vega, Dídac","08/01/1994","Navarro Palacios, Elsa","+34 XXXXXXX","+34 XXXXXXX","didac@mailintaor.com","Casado Robles, Pol","+34 XXXXZZZZ","+34 XXXXLLL","elsa@mailintaor.com","c/ de l'aviador Pol Casado Robles","L'Armentera","Albanyà","didac@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","85244048370","Torrent Gonzalez, Iris","27/01/1992","Iglesias Mora, Helena","+34 XXXXXXX","+34 XXXXXXX","iris@mailintaor.com","Morales Sola, Adriana","+34 XXXXZZZZ","+34 XXXXLLL","helena@mailintaor.com","c/ de l'aviador Adriana Morales Sola","L'Armentera","Albanyà","iris@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","27233258322","Capdevila Serra, Víctor","26/06/1996","Vera Duran, Irene","+34 XXXXXXX","+34 XXXXXXX","victor@mailintaor.com","Bernal Pujol, Inés","+34 XXXXZZZZ","+34 XXXXLLL","irene@mailintaor.com","c/ de l'aviador Inés Bernal Pujol","L'Armentera","Albanyà","victor@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","95460878286","Bravo Manzano, Lucía","25/07/1998","Casanova Costa, José","+34 XXXXXXX","+34 XXXXXXX","lucia@mailintaor.com","Soria Miralles, Carlota","+34 XXXXZZZZ","+34 XXXXLLL","jose@mailintaor.com","c/ de l'aviador Carlota Soria Miralles","L'Armentera","Albanyà","lucia@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","46836767155","Espinosa Llorens, Elsa","21/10/1997","Pujol Palacios, Leire","+34 XXXXXXX","+34 XXXXXXX","elsa@mailintaor.com","Casals Alvarez, Joan","+34 XXXXZZZZ","+34 XXXXLLL","leire@mailintaor.com","c/ de l'aviador Joan Casals Alvarez","L'Armentera","Albanyà","elsa@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","95819040616","Arias Rueda, Eloi","20/05/1993","Heredia Busquets, Oriol","+34 XXXXXXX","+34 XXXXXXX","eloi@mailintaor.com","Rubio Caballero, Alba","+34 XXXXZZZZ","+34 XXXXLLL","oriol@mailintaor.com","c/ de l'aviador Alba Rubio Caballero","L'Armentera","Albanyà","eloi@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","71899629687","Mir Navarro, Marcos","06/02/1999","Mendoza Estrada, Gabriel","+34 XXXXXXX","+34 XXXXXXX","marcos@mailintaor.com","Juan Ramon, Erik","+34 XXXXZZZZ","+34 XXXXLLL","gabriel@mailintaor.com","c/ de l'aviador Erik Juan Ramon","L'Armentera","Albanyà","marcos@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","24205816203","Castillo Heredia, Salma","23/04/1999","Valverde Collado, Carlos","+34 XXXXXXX","+34 XXXXXXX","salma@mailintaor.com","Navas Santamaria, Diego","+34 XXXXZZZZ","+34 XXXXLLL","carlos@mailintaor.com","c/ de l'aviador Diego Navas Santamaria","L'Armentera","Albanyà","salma@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","17953458620","Ferre Garriga, Adrià","04/07/1994","Herrero Moya, Quim","+34 XXXXXXX","+34 XXXXXXX","adria@mailintaor.com","Bernal Galvez, Joana","+34 XXXXZZZZ","+34 XXXXLLL","quim@mailintaor.com","c/ de l'aviador Joana Bernal Galvez","L'Armentera","Albanyà","adria@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","60322419776","Mateu Castillo, Adam","20/11/1997","Bautista Pereira, Alejandro","+34 XXXXXXX","+34 XXXXXXX","adam@mailintaor.com","Miro Planas, Joana","+34 XXXXZZZZ","+34 XXXXLLL","alejandro@mailintaor.com","c/ de l'aviador Joana Miro Planas","L'Armentera","Albanyà","adam@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","52182028627","Manzano Gimenez, Jan","08/05/1994","Camacho Bonet, Hugo","+34 XXXXXXX","+34 XXXXXXX","jan@mailintaor.com","Vera Escobar, Jaume","+34 XXXXZZZZ","+34 XXXXLLL","hugo@mailintaor.com","c/ de l'aviador Jaume Vera Escobar","L'Armentera","Albanyà","jan@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","73769354335","Navarro Alonso, Leyre","02/06/1995","Rubio Bertran, Blanca","+34 XXXXXXX","+34 XXXXXXX","leyre@mailintaor.com","Rivera Ribera, Iker","+34 XXXXZZZZ","+34 XXXXLLL","blanca@mailintaor.com","c/ de l'aviador Iker Rivera Ribera","L'Armentera","Albanyà","leyre@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","73628447558","Espinosa Perez, Marwa","30/10/1992","Alonso Villanueva, Irene","+34 XXXXXXX","+34 XXXXXXX","marwa@mailintaor.com","Murillo Aguilar, Guillem","+34 XXXXZZZZ","+34 XXXXLLL","irene@mailintaor.com","c/ de l'aviador Guillem Murillo Aguilar","L'Armentera","Albanyà","marwa@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","47940111535","Pereira Ferrer, Nerea","23/10/1990","Ferre Iglesias, Aina","+34 XXXXXXX","+34 XXXXXXX","nerea@mailintaor.com","Pereira Torres, Miguel","+34 XXXXZZZZ","+34 XXXXLLL","aina@mailintaor.com","c/ de l'aviador Miguel Pereira Torres","L'Armentera","Albanyà","nerea@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
